customer_id,name,email,plan_type,monthly_charge,signup_date,last_login_date,support_tickets,tenure_days,churned,login_data_missing
1838,Kyle Gonzales,garrettbeth@example.org,Basic,9.99,2026-05-28,2026-07-11,3,49,0,False
1307,Joseph Carson,gary24@example.net,Premium,19.99,2026-03-27,2026-06-20,0,111,0,False
1785,Patricia Hawkins,melissarusso@example.net,Pro,39.99,2025-10-26,2026-04-29,1,263,1,False
2114,Kristina Mckay,douglas36@example.net,Premium,19.99,2026-04-18,2026-05-13,1,89,0,False
2536,Andrea Estrada,michellejones@example.net,Basic,9.99,2026-06-07,2026-06-09,0,39,0,False
2431,Paul Vega,michael77@example.org,Pro,39.99,2025-05-28,2026-05-27,2,414,1,False
1893,Carolyn Haley,tina62@example.com,Pro,39.99,2024-11-14,2026-02-20,2,609,1,False
1270,Michael Flores,bradley10@example.com,Pro,39.99,2025-10-11,2026-04-17,1,278,0,False
2990,Jeffrey Flowers,phillipsdylan@example.org,Premium,19.99,2026-01-16,2026-05-16,1,181,0,False
2467,Thomas Mathis,dford@example.com,Basic,9.99,2024-10-29,2026-02-02,0,625,1,False
2507,Katherine Hall,mitchellchristopher@example.com,Basic,9.99,2025-05-30,2025-12-10,0,412,0,False
2736,David Pineda,michael23@example.com,Basic,9.99,2026-04-17,2026-05-23,3,90,1,False
1025,Daniel Brown,adkinsbrian@example.net,Basic,9.99,2025-06-13,2026-06-13,0,398,1,False
2498,Miss Carmen Vasquez,laura31@example.net,Premium,19.99,2024-09-28,2024-09-28,0,656,0,False
1078,Michele Gibson,sandrafrench@example.net,Pro,39.99,2025-08-31,2026-05-14,0,319,1,False
1976,John Ortega,david78@example.com,Pro,39.99,2026-01-25,2026-05-27,2,172,0,False
1032,Denise Jacobs,james48@example.com,Premium,19.99,2025-01-06,2026-05-25,0,556,1,False
2234,Erin Bartlett,wesley09@example.com,Premium,19.99,2024-08-07,2025-02-17,0,708,0,False
2063,Lori Green,stacyharris@example.org,Pro,39.99,2024-08-01,2024-08-09,2,714,1,False
1422,Timothy Gilbert,tracy98@example.com,Pro,39.99,2024-09-04,2025-12-29,1,680,0,False
1393,Christopher Williams,michael56@example.net,Pro,39.99,2024-10-04,2026-04-10,0,650,0,False
1163,Alicia Marks,reidtina@example.com,Basic,9.99,2025-12-20,2026-03-04,1,208,1,False
1203,Mikayla Roberts,zhuang@example.com,Basic,9.99,2026-05-14,2026-07-03,1,63,0,False
1777,Mrs. Jennifer Palmer DDS,dhall@example.net,Basic,9.99,2024-07-28,2025-09-14,1,718,0,False
2326,Michelle Edwards,rebecca73@example.org,Premium,19.99,2025-02-24,2025-06-19,1,507,1,False
1618,Jeanette Baker,zsmith@example.com,Premium,19.99,2025-04-08,2025-09-01,0,464,1,False
1974,Debra Mayo,wmartin@example.net,Premium,19.99,2025-05-14,2025-10-14,3,428,1,False
1808,Ruben Bass,kathleenwagner@example.com,Basic,9.99,2025-12-30,2026-05-11,4,198,1,False
1420,Christopher Fleming,sydneymoss@example.org,Basic,9.99,2025-04-05,2025-10-22,0,467,0,False
2609,Kathleen Ramirez,jenniferbutler@example.org,Premium,19.99,2025-09-30,2026-04-23,0,289,0,False
2357,Mary Barnett,kathryn41@example.com,Pro,39.99,2025-05-09,2025-05-20,3,433,1,False
2778,Jonathan Torres,poncelisa@example.com,Premium,19.99,2026-06-04,2026-06-05,1,42,0,False
1774,Kimberly Miller,bhernandez@example.org,Basic,9.99,2024-10-04,2026-05-13,3,650,1,False
2419,Richard King,simsrandall@example.net,Premium,19.99,2026-01-02,2026-01-27,0,195,1,False
1218,Joshua Wagner,franklinbond@example.com,Basic,9.99,2024-10-04,2025-02-14,1,650,0,False
1353,Laura Young,christian08@example.net,Basic,9.99,2026-04-06,2026-06-25,1,101,0,False
2690,Jamie Perez,matthew24@example.org,Basic,9.99,2026-05-17,2026-07-10,1,60,1,False
1925,Charles Meyer,andersonlaura@example.com,Premium,19.99,2026-02-17,2026-07-15,1,149,1,False
2259,Gabriel Campbell,icarlson@example.org,Basic,9.99,2025-03-14,2026-02-04,0,489,1,False
2897,Michael Ward,ronald83@example.net,Premium,19.99,2026-03-22,2026-06-09,3,116,0,False
1059,Rachael Pearson,herringjames@example.org,Premium,19.99,2025-09-22,2025-12-01,2,297,1,False
2594,Shawn Vasquez,zchapman@example.com,Pro,39.99,2026-03-01,2026-04-09,1,137,1,False
1710,Samuel Ramos,johnsonangela@example.com,Basic,9.99,2026-03-26,2026-04-13,3,112,1,False
2211,Dale Baker,bbennett@example.org,Basic,9.99,2024-12-17,2025-08-08,2,576,1,False
1073,Adam Mitchell,lalexander@example.org,Basic,9.99,2025-01-07,2026-04-30,0,555,1,False
1162,Cynthia Butler,millsmichael@example.net,Premium,19.99,2025-07-30,2026-05-02,2,351,0,False
1350,Martin Hughes,nicole52@example.com,Basic,9.99,2024-08-15,2025-06-18,0,700,1,False
1555,Corey Johnson,schaeferstephanie@example.org,Pro,39.99,2025-12-16,2026-07-13,1,212,0,False
1585,Julia Reeves,smithsarah@example.net,Basic,9.99,2026-02-28,2026-06-28,1,138,0,False
1628,Paula Smith,ohernandez@example.org,Pro,39.99,2026-04-29,2026-06-19,0,78,0,False
2301,Adam Diaz,kwoods@example.com,Pro,39.99,2025-10-08,2026-03-21,0,281,1,False
1351,Russell Elliott,karencontreras@example.org,Pro,39.99,2025-10-25,2026-05-26,2,264,1,False
1045,Richard Lawson,steven73@example.net,Pro,39.99,2025-06-11,2026-06-06,1,400,1,False
2727,Patricia Atkinson,connie00@example.org,Pro,39.99,2025-06-14,2025-09-10,0,397,1,False
1381,Jeffrey Woods,johnsonjames@example.com,Pro,39.99,2026-05-11,2026-07-08,1,66,0,False
2118,Kathy Jennings,taylor67@example.com,Basic,9.99,2026-05-19,2026-06-14,2,58,0,False
1581,Miss Sarah Duncan,hlopez@example.com,Pro,39.99,2025-11-20,2026-02-02,1,238,0,False
1076,Keith Brown,mezajared@example.org,Pro,39.99,2025-01-16,2025-03-01,1,546,0,False
2986,Isabella Randall,wstevens@example.org,Basic,9.99,2025-04-09,2026-02-27,2,463,1,False
2464,Jessica Craig,vsmith@example.net,Basic,9.99,2024-09-14,2025-10-13,0,670,0,False
2103,Michael Castaneda,tara90@example.com,Pro,39.99,2026-03-18,2026-05-13,1,120,1,False
2005,Stephanie Ochoa,martin23@example.org,Basic,9.99,2025-07-30,,1,351,1,True
2664,Joel Stanley,christinejohnson@example.net,Basic,9.99,2026-04-14,2026-05-02,1,93,0,False
2061,Jennifer Williams,oanderson@example.com,Pro,39.99,2026-05-30,2026-06-07,0,47,0,False
2964,Kristi Gutierrez,john21@example.org,Pro,39.99,2025-04-09,2025-10-31,0,463,0,False
1030,David Mitchell,tbass@example.com,Premium,19.99,2025-09-16,2026-07-12,0,303,0,False
2303,Travis Peterson,jamie24@example.net,Basic,9.99,2026-01-10,2026-06-06,0,187,0,False
2565,Michael Williams,foxjonathan@example.org,Basic,9.99,2025-02-05,2026-05-02,0,526,0,False
1414,Lauren Bender,icraig@example.com,Basic,9.99,2026-03-21,2026-05-09,3,117,1,False
2571,Richard Ford,hthompson@example.net,Premium,19.99,2025-01-04,2025-12-27,2,558,1,False
2169,Ryan Atkinson,burkemichael@example.org,Pro,39.99,2025-07-04,2025-08-15,0,377,1,False
1986,Richard Rice,john43@example.net,Basic,9.99,2025-04-09,2026-05-24,1,463,1,False
2683,Miguel Weber,russelljohn@example.net,Basic,9.99,2026-03-06,2026-05-18,2,132,1,False
2620,Donna Cuevas,joneseric@example.org,Pro,39.99,2026-03-04,2026-03-04,2,134,1,False
2708,Amy Dyer,peter91@example.org,Pro,39.99,2025-04-11,2026-02-20,0,461,0,False
2626,Matthew Durham,dgrant@example.com,Premium,19.99,2025-02-25,2025-08-30,2,506,1,False
1344,Ashley Mendoza,franciscojones@example.org,Pro,39.99,2025-02-06,2025-07-23,2,525,0,False
1044,Todd Byrd,christinaturner@example.net,Basic,9.99,2026-02-18,2026-04-03,3,148,1,False
1948,Katherine Stone,molinajared@example.net,Premium,19.99,2026-04-04,2026-04-22,3,103,1,False
1168,Denise Lloyd,vpreston@example.com,Basic,9.99,2026-04-02,2026-05-12,3,105,1,False
1303,Micheal Wang,fmiles@example.net,Premium,19.99,2025-07-25,2026-03-01,1,356,1,False
1361,Roger Adams,fjacobs@example.org,Pro,39.99,2025-05-20,2026-06-09,1,422,0,False
2334,Maurice Carrillo,patricia92@example.org,Pro,39.99,2026-01-07,2026-02-15,2,190,0,False
1352,Peter Perez,randallloretta@example.com,Premium,19.99,2026-05-21,2026-06-28,2,56,0,False
2995,David Avery,lambjohn@example.org,Premium,19.99,2025-11-21,2026-02-15,1,237,1,False
2138,Tammy Morris,ogray@example.net,Premium,19.99,2025-08-08,2025-10-13,3,342,0,False
2465,Heather Becker,carrolljessica@example.com,Premium,19.99,2025-05-26,2026-03-30,2,416,0,False
1704,Jennifer Hall,rhardy@example.net,Premium,19.99,2026-01-02,2026-04-27,0,195,0,False
2908,Brandon Brown,rachaelroberts@example.com,Premium,19.99,2025-10-12,2026-04-07,2,277,0,False
2336,Daniel Turner,oritter@example.org,Pro,39.99,2026-01-06,2026-01-11,2,191,1,False
1617,Amy Marshall,vturner@example.net,Basic,9.99,2024-12-25,,1,568,1,True
1707,Kathleen Johnson,patrickshelton@example.org,Premium,19.99,2025-02-11,2026-01-01,1,520,1,False
1881,Randall Nguyen,nmartin@example.net,Premium,19.99,2024-08-15,2024-09-02,3,700,1,False
1374,Megan Romero,marywalter@example.org,Premium,19.99,2025-02-05,2025-10-10,1,526,0,False
1383,Jonathan Torres,colonkenneth@example.com,Premium,19.99,2025-05-30,2025-12-30,1,412,1,False
2112,Dwayne Marsh,chavezjeff@example.net,Pro,39.99,2024-10-09,2025-08-19,1,645,1,False
1887,Michael Wallace,williamsnicholas@example.org,Pro,39.99,2026-04-26,2026-05-26,1,81,0,False
1185,Donna Frye,zsanchez@example.net,Basic,9.99,2025-04-25,2025-11-13,1,447,0,False
2075,Rose Dean,kpatterson@example.com,Pro,39.99,2025-04-02,2026-01-24,0,470,0,False
1907,Mrs. Stacey Riddle,cruzariel@example.org,Basic,9.99,2025-12-31,2026-07-07,1,197,0,False
2516,Melissa Parker,nturner@example.net,Basic,9.99,2025-10-04,2026-07-02,0,285,0,False
2244,Terri Hancock,lancegray@example.com,Pro,39.99,2024-11-16,2025-02-09,0,607,1,False
1300,Elizabeth Brown,troyrodriguez@example.com,Premium,19.99,2025-10-04,2025-10-24,2,285,1,False
1930,Rachel Burch,ostokes@example.com,Basic,9.99,2024-10-03,2024-11-29,0,651,0,False
2867,Derek Henderson,hollyperkins@example.net,Basic,9.99,2025-09-20,2026-01-29,0,299,0,False
2190,Kimberly Lloyd,freemanlynn@example.com,Premium,19.99,2024-12-04,2026-06-11,0,589,0,False
2653,Lori Madden,hernandezandrew@example.net,Pro,39.99,2026-01-04,2026-03-26,0,193,0,False
2925,Ashley Spencer,nathan05@example.com,Basic,9.99,2026-01-11,2026-02-03,2,186,0,False
2981,William Brown,sarahgonzales@example.com,Pro,39.99,2025-03-21,2026-05-30,1,482,0,False
2280,James Powell,welchanna@example.com,Pro,39.99,2024-09-11,2026-01-27,2,673,1,False
1175,Autumn Hampton,nlewis@example.com,Basic,9.99,2025-11-12,2026-07-15,0,246,0,False
1507,Danielle Wise,cwright@example.org,Premium,19.99,2025-06-02,2026-04-13,3,409,1,False
1873,Andrea Brown,jacksonmichele@example.com,Premium,19.99,2025-04-14,2026-07-11,3,458,1,False
1730,Erin Silva,vshaffer@example.org,Premium,19.99,2026-04-30,,1,77,1,True
1123,Sherry Arnold,russellbeasley@example.com,Basic,9.99,2025-03-09,2025-10-19,0,494,1,False
1620,Brett Pena,rmurray@example.net,Basic,9.99,2024-12-31,2026-01-12,2,562,0,False
1394,Alexandra Taylor,markkline@example.net,Premium,19.99,2025-01-18,2026-02-20,0,544,0,False
1552,Jennifer Jenkins,oreese@example.net,Basic,9.99,2025-01-22,2026-03-18,4,540,1,False
2175,Kelly Stewart,marycarter@example.org,Pro,39.99,2025-03-02,2026-04-06,2,501,0,False
1039,Matthew Ross,michelle45@example.net,Pro,39.99,2025-07-06,2026-03-17,2,375,1,False
2204,Walter Bishop,cassidysmith@example.net,Premium,19.99,2024-07-29,2025-04-26,2,717,0,False
1527,James Barber,caitlin82@example.com,Premium,19.99,2024-07-19,2026-07-04,2,727,0,False
1331,Diana Stokes,xmoreno@example.net,Pro,39.99,2026-06-14,2026-07-15,2,32,0,False
1483,Grace White,sclark@example.com,Pro,39.99,2025-03-27,2025-10-03,0,476,1,False
1194,Nicole Gonzalez,cporter@example.org,Pro,39.99,2024-10-18,2025-05-17,0,636,1,False
2033,Steven Schroeder,nallen@example.net,Premium,19.99,2024-09-05,2024-12-17,0,679,1,False
1674,Jessica Norris,imccullough@example.net,Basic,9.99,2025-08-04,2025-11-18,3,346,1,False
2952,Andrea Smith,rroberts@example.net,Premium,19.99,2024-12-13,2025-06-07,1,580,1,False
1322,Melissa Williams,eddie35@example.com,Basic,9.99,2025-07-09,2026-03-17,1,372,0,False
2786,Eric Davis,frodgers@example.net,Premium,19.99,2025-01-02,2025-05-28,1,560,1,False
1266,David Ortega,deborahwilliams@example.net,Basic,9.99,2025-11-01,2026-02-11,0,257,1,False
2133,James Hendricks,ebennett@example.net,Premium,19.99,2025-10-19,2026-03-23,2,270,1,False
2480,Kari Edwards,madisonbrewer@example.net,Pro,39.99,2025-09-11,2025-12-11,1,308,0,False
2839,Ronald Gill,vwhite@example.net,Basic,9.99,2026-05-22,2026-06-27,4,55,1,False
1067,Spencer Haynes,angela83@example.org,Basic,9.99,2024-12-30,2025-08-15,1,563,0,False
2009,Luis Wilson,huangcassandra@example.org,Premium,19.99,2025-05-11,2025-10-02,0,431,0,False
2764,Bobby Becker,jacob57@example.org,Premium,19.99,2026-04-15,2026-05-16,2,92,0,False
2972,Emily Brady,sjackson@example.org,Premium,19.99,2025-04-08,2025-12-03,3,464,1,False
2314,Jeffrey Torres,rpeterson@example.net,Basic,9.99,2026-02-10,2026-03-12,0,156,1,False
2538,James Lee,peter93@example.net,Pro,39.99,2026-04-11,2026-05-27,1,96,1,False
2116,Jeffrey Liu,feliciagonzalez@example.org,Basic,9.99,2025-05-02,2025-07-28,0,440,0,False
2461,Chelsey Martinez,lopezmelinda@example.org,Basic,9.99,2024-11-05,2025-12-02,1,618,0,False
2047,Thomas Hudson,hoffmanpatricia@example.org,Pro,39.99,2024-09-07,2025-12-03,1,677,1,False
1579,Kimberly Rogers,dreilly@example.net,Pro,39.99,2025-02-09,2026-02-22,0,522,1,False
1942,William White,wilsonzachary@example.com,Basic,9.99,2025-09-03,2026-07-06,0,316,0,False
2668,Dr. Brooke Osborn,stephaniecoleman@example.net,Premium,19.99,2026-02-20,2026-04-25,0,146,1,False
2688,Nathan Kirk,tlewis@example.com,Basic,9.99,2024-09-10,2026-04-21,1,674,1,False
1736,Evan Burnett,rmccormick@example.org,Pro,39.99,2026-02-11,2026-07-06,1,155,0,False
2558,Lucas James,jamie76@example.net,Premium,19.99,2025-03-11,,2,492,1,True
1966,Jonathan Jennings,sullivanchristina@example.net,Basic,9.99,2024-07-20,2025-05-24,0,726,1,False
1479,Tina Charles,christine79@example.com,Premium,19.99,2025-06-23,2026-07-09,1,388,0,False
1988,Nicholas Mayo,amandahernandez@example.org,Premium,19.99,2024-11-26,2025-10-20,0,597,0,False
1651,George Johnson,ramirezdaniel@example.com,Basic,9.99,2025-06-01,2025-08-10,0,410,0,False
2583,Andrea Donaldson,trivera@example.com,Premium,19.99,2025-12-09,2026-04-27,4,219,1,False
2654,John Lopez,jennifer64@example.net,Premium,19.99,2026-01-29,,0,168,0,True
2810,Amanda Armstrong,njames@example.net,Pro,39.99,2024-07-24,2024-11-30,2,722,1,False
2315,David Parker,luke87@example.org,Premium,19.99,2025-11-06,,0,252,1,True
2202,Raymond Green,robert76@example.com,Premium,19.99,2025-01-13,2025-02-11,0,549,0,False
1567,Dr. Lawrence Snyder II,cchavez@example.org,Basic,9.99,2025-09-08,2025-09-10,3,311,1,False
2781,Mr. Mark Simmons,evelyncampbell@example.com,Pro,39.99,2026-03-02,2026-05-12,1,136,0,False
1950,Paul Miller,huntermichael@example.net,Pro,39.99,2024-11-12,2026-07-02,0,611,0,False
1968,Carrie Richardson,williefarley@example.com,Pro,39.99,2025-06-26,,3,385,0,True
1261,Tracy Carter,yfaulkner@example.org,Pro,39.99,2025-02-28,2025-07-18,1,503,1,False
2001,Alisha Martin,lisamcdaniel@example.org,Basic,9.99,2024-09-01,2024-10-20,2,683,0,False
2100,Jenna Garcia,tyler23@example.com,Pro,39.99,2025-10-03,2026-04-22,2,286,1,False
1240,Thomas Weaver DDS,warrenmary@example.org,Basic,9.99,2026-05-07,2026-06-22,5,70,0,False
2073,Patrick Simpson,qnielsen@example.org,Basic,9.99,2024-11-30,2026-04-15,1,593,0,False
1906,Jacqueline Sullivan,vbentley@example.com,Pro,39.99,2025-04-09,2025-08-29,2,463,0,False
2401,William Schultz,shannon18@example.com,Basic,9.99,2024-07-29,2025-10-06,3,717,1,False
2053,Gabriella House,lpatterson@example.net,Pro,39.99,2025-09-04,2026-02-21,3,315,1,False
2477,Jorge Davis,cindymiller@example.com,Premium,19.99,2025-06-03,2026-06-05,3,408,0,False
1584,John Russo,kimberly21@example.net,Basic,9.99,2025-10-31,2025-12-04,0,258,0,False
1365,Jaime Wheeler,susanwells@example.net,Basic,9.99,2025-03-16,2025-06-03,1,487,0,False
2861,Cody Wright,manuel81@example.com,Pro,39.99,2025-03-04,2026-04-22,0,499,1,False
2281,Elizabeth Potter,bcraig@example.org,Premium,19.99,2025-09-25,2025-11-13,2,294,0,False
2510,Chad Middleton,ihayes@example.net,Pro,39.99,2024-11-06,2024-12-02,0,617,0,False
2460,Sharon Brown,williammiller@example.org,Basic,9.99,2025-01-15,2026-05-10,1,547,1,False
1963,Dr. Kathryn Hill,tmeyer@example.org,Premium,19.99,2025-02-13,2026-05-03,0,518,0,False
1859,Stephen Duncan,jonathan12@example.org,Premium,19.99,2025-02-06,2025-11-05,1,525,0,False
1071,Dr. William Warren,tina34@example.org,Pro,39.99,2025-03-24,2025-08-15,0,479,0,False
1679,Donna Shaffer,achandler@example.org,Premium,19.99,2026-02-19,2026-05-17,1,147,0,False
1259,Brian Torres,ncook@example.com,Pro,39.99,2026-01-28,2026-03-24,2,169,0,False
1051,David Wright,katie87@example.net,Premium,19.99,2024-12-29,2025-09-03,2,564,0,False
1198,Mikayla Silva,alexandriagriffith@example.com,Basic,9.99,2024-10-26,2025-12-27,1,628,1,False
2329,Shelley Murphy,vcampbell@example.net,Pro,39.99,2024-08-30,2024-10-20,0,685,0,False
2286,Ronald Cole,ricardosmith@example.com,Pro,39.99,2025-12-31,2026-05-09,1,197,1,False
1332,Matthew Adams,gallagherstacie@example.net,Premium,19.99,2026-02-27,2026-06-17,0,139,0,False
2404,James Thompson,xmccarthy@example.org,Pro,39.99,2025-07-05,2026-05-07,1,376,0,False
2822,Paula Bailey,ronald23@example.com,Basic,9.99,2025-06-15,2025-07-27,0,396,0,False
1576,Justin Walsh,davidsonhannah@example.com,Premium,19.99,2026-01-19,2026-03-14,0,178,1,False
1867,Jade Ray,kevinrojas@example.com,Pro,39.99,2026-02-02,,1,164,1,True
2491,Katherine Caldwell,cpierce@example.org,Basic,9.99,2025-08-31,2025-11-05,2,319,1,False
1583,Richard Strickland,wallaceangel@example.com,Premium,19.99,2026-04-09,2026-04-24,1,98,1,False
2669,Larry Howe,gonzalezkenneth@example.net,Premium,19.99,2025-06-05,2025-07-11,1,406,0,False
2540,Austin Miller,kendrawilliams@example.com,Premium,19.99,2025-04-16,,0,456,1,True
2587,Joe Lam,melissa49@example.net,Basic,9.99,2025-08-02,2026-06-11,3,348,1,False
1426,David Ramsey,pruittlynn@example.com,Basic,9.99,2025-07-10,,0,371,1,True
2604,Lauren Higgins,portiz@example.net,Premium,19.99,2026-05-05,2026-06-13,1,72,0,False
1494,Randy Warren,garciachristine@example.org,Premium,19.99,2025-10-16,2026-06-14,2,273,0,False
2607,Erica Anderson,julie65@example.net,Pro,39.99,2026-03-14,2026-04-05,1,124,0,False
2034,Kathleen Ballard,katiecollins@example.org,Pro,39.99,2025-06-29,2025-12-19,1,382,1,False
2667,Dave Hess,jennifer88@example.net,Premium,19.99,2026-04-05,2026-07-07,1,102,0,False
1889,Russell Beck,bradleyhunt@example.com,Basic,9.99,2025-02-25,2026-01-08,0,506,1,False
2355,Ruth Ray,dhaney@example.net,Pro,39.99,2025-01-14,2025-09-12,0,548,1,False
2933,Jessica Hoover,jamesjohnson@example.org,Basic,9.99,2026-02-01,2026-05-09,1,165,1,False
1398,Dennis Edwards,tiffanysantiago@example.com,Pro,39.99,2025-07-13,2026-03-23,1,368,1,False
2744,Gina Gallegos,bhall@example.org,Premium,19.99,2026-03-19,2026-05-22,1,119,1,False
1462,Daniel Brock,jcox@example.com,Basic,9.99,2025-10-14,2025-12-22,0,275,0,False
1436,Kayla Martin,christinaking@example.org,Premium,19.99,2024-11-18,2026-03-16,3,605,0,False
1192,James Hudson,michaelroberts@example.com,Basic,9.99,2025-07-02,2026-04-17,2,379,1,False
2894,Lee Mcguire,markgardner@example.org,Basic,9.99,2025-01-17,2026-05-19,1,545,0,False
2858,Brenda Green,whernandez@example.net,Premium,19.99,2025-05-22,2026-01-18,1,420,1,False
1292,Zachary Blankenship,erik41@example.net,Premium,19.99,2025-03-24,2025-05-02,1,479,1,False
1445,Sarah Drake,katherinetaylor@example.org,Premium,19.99,2024-11-17,2026-06-14,3,606,0,False
2652,Stacey Allen,johnny38@example.net,Pro,39.99,2025-08-21,2026-06-21,0,329,0,False
2790,Janet Sandoval,jessicalong@example.net,Pro,39.99,2026-03-15,2026-06-11,0,123,1,False
1637,Mark Conway,bryantgeorge@example.net,Pro,39.99,2024-08-28,2026-03-12,1,687,1,False
2517,Alan Phillips,jacobparsons@example.org,Premium,19.99,2024-08-30,2025-07-06,4,685,1,False
2546,Erica Yates,davidsharp@example.com,Basic,9.99,2025-10-05,,1,284,0,True
1141,Madison Weber,edward17@example.com,Pro,39.99,2025-09-29,2026-05-17,0,290,1,False
1999,Connie Adams,omoore@example.net,Premium,19.99,2025-12-05,2026-02-25,1,223,1,False
1002,Connie Lawrence,blakeerik@example.com,Pro,39.99,2025-03-10,2025-05-25,0,493,1,False
2102,Gary Gibson,waderonnie@example.org,Basic,9.99,2024-11-16,2025-04-25,0,607,1,False
1590,James Bush,tjensen@example.com,Premium,19.99,2026-02-07,2026-05-31,1,159,1,False
2937,Tammy Madden,lindashepherd@example.org,Pro,39.99,2024-12-11,2026-03-04,1,582,1,False
2198,Kari Sandoval,nataliepittman@example.com,Basic,9.99,2025-10-25,2026-03-03,2,264,1,False
1339,Rachel Walker,nicholasgross@example.com,Premium,19.99,2024-10-12,2026-01-22,1,642,1,False
1670,Sara Schwartz,evanwilson@example.com,Premium,19.99,2025-08-21,2026-01-13,1,329,0,False
1408,Timothy Monroe,bartonshannon@example.net,Pro,39.99,2025-08-31,2026-02-07,1,319,0,False
2274,Dawn Delgado,copelandryan@example.org,Basic,9.99,2026-01-21,2026-05-01,1,176,1,False
1265,Sheila Barnes,gibbsmichael@example.net,Premium,19.99,2025-09-03,2026-06-18,0,316,0,False
1376,Elizabeth French,nathan94@example.com,Premium,19.99,2026-03-02,2026-05-04,0,136,0,False
2402,Mrs. Jacqueline Jackson,smithpaul@example.org,Pro,39.99,2026-01-26,2026-05-03,2,171,0,False
1439,Jerry Jensen,heather29@example.net,Pro,39.99,2025-03-27,2025-08-24,1,476,1,False
1271,William Sanchez,andrearivera@example.com,Premium,19.99,2026-05-16,2026-05-30,0,61,1,False
1244,Manuel King,joseph61@example.com,Premium,19.99,2026-05-17,2026-06-13,2,60,0,False
1998,Ashley Reese,qbautista@example.net,Pro,39.99,2025-10-02,2026-03-09,2,287,1,False
2852,Jessica Gomez,snyderandrea@example.org,Pro,39.99,2024-11-15,2025-05-06,0,608,1,False
1680,Eric Mcneil,carl96@example.org,Premium,19.99,2024-07-19,2025-10-26,1,727,0,False
2935,Robert Thomas,jgutierrez@example.net,Premium,19.99,2024-12-11,2026-04-24,1,582,1,False
1415,Brian James,santiagojames@example.org,Pro,39.99,2026-06-03,2026-07-02,1,43,0,False
1273,Aaron Lewis,karen19@example.org,Basic,9.99,2026-01-25,2026-04-27,0,172,1,False
1771,Bruce Jackson,zstevens@example.net,Basic,9.99,2026-05-22,2026-06-24,1,55,0,False
1250,Evelyn Campos,krystalnorris@example.org,Premium,19.99,2025-06-30,2026-07-06,0,381,0,False
1413,Tammy Anderson,williambenson@example.com,Basic,9.99,2025-11-24,2026-05-21,0,234,0,False
2351,Jared Eaton,wrightjohn@example.net,Basic,9.99,2025-10-19,2026-01-15,2,270,1,False
1310,Amanda Roy,brandoncox@example.org,Premium,19.99,2024-11-17,2026-06-21,0,606,0,False
2625,Christopher Oliver,vayala@example.net,Premium,19.99,2024-08-30,2026-07-11,2,685,0,False
1593,Thomas Rivera,shawn01@example.com,Pro,39.99,2024-10-02,2025-08-10,1,652,1,False
1425,Tanner Austin,susanfleming@example.com,Pro,39.99,2025-04-07,2026-04-12,1,465,0,False
2942,Dr. Tracy Evans,amberrivera@example.org,Basic,9.99,2025-05-22,2025-11-24,0,420,1,False
2611,Nancy Wagner,lpreston@example.net,Pro,39.99,2026-04-24,2026-05-10,1,83,1,False
2366,Andrea Richmond,donald61@example.net,Basic,9.99,2025-12-14,2026-07-04,1,214,0,False
2833,Amber Chapman,qmartinez@example.org,Premium,19.99,2024-07-28,2025-11-10,4,718,1,False
2389,Ryan Carpenter,tfrancis@example.com,Pro,39.99,2026-01-28,2026-03-13,3,169,1,False
2374,Richard Erickson,qobrien@example.com,Basic,9.99,2024-08-13,2024-10-27,2,702,1,False
1582,Jason Crawford,nathangallegos@example.com,Pro,39.99,2024-12-13,2025-06-06,1,580,0,False
1526,Lisa Hart,nicholaspierce@example.net,Pro,39.99,2025-01-08,2026-06-24,0,554,0,False
2356,Mary Robertson,matthew24@example.com,Basic,9.99,2026-01-30,2026-04-21,4,167,1,False
1182,Todd Jacobson,kingcynthia@example.net,Basic,9.99,2025-01-23,2025-12-25,1,539,1,False
1170,Erica Miller,kirk96@example.org,Premium,19.99,2025-11-09,2026-02-04,2,249,1,False
1596,Mr. Daniel Benson,bmueller@example.net,Pro,39.99,2026-01-17,2026-04-25,0,180,0,False
2506,Cynthia West,forbesbradley@example.net,Pro,39.99,2026-02-19,2026-04-23,1,147,0,False
2944,Linda Fernandez,rachel51@example.org,Premium,19.99,2025-06-25,2026-03-22,1,386,0,False
2782,Kevin Carney,sthomas@example.org,Pro,39.99,2025-05-07,2026-06-02,2,435,0,False
1903,Jonathan Moss,lorileon@example.org,Pro,39.99,2025-12-30,2026-03-24,0,198,0,False
2278,Logan Chandler,omatthews@example.net,Pro,39.99,2025-03-02,2025-09-12,0,501,1,False
1272,Cody Davidson,vfoster@example.net,Pro,39.99,2026-03-25,2026-05-14,0,113,1,False
2602,Cynthia Rollins,elizabeth33@example.com,Pro,39.99,2024-10-27,2025-02-01,0,627,0,False
2263,Christopher Fleming,marshallchristopher@example.net,Pro,39.99,2025-12-09,,2,219,0,True
2492,Adrienne Miles,william26@example.org,Basic,9.99,2024-10-29,2024-11-02,0,625,1,False
1371,Donald Douglas,jacob83@example.org,Basic,9.99,2026-01-29,2026-06-12,0,168,0,False
1222,Veronica Brewer,ybrooks@example.com,Premium,19.99,2026-03-15,2026-07-04,2,123,0,False
2473,Melinda Patterson,georgealyssa@example.com,Pro,39.99,2025-12-04,2026-06-02,2,224,0,False
